Country Name,Country Code,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016
South Asia,SAS,572839523,623943332,682102178,746911716,819292545,900620572,989728215,1084281155,1184133314,1287476190,1390946064,1493757846,1592010819,1683747130,1771167194
Saudi Arabia,SAU,4086539,4677298,5387828,6392970,7802926,9691476,12418834,15070082,17282691,19033845,20663843,23132682,25888541,29155187,32442572
Sudan,SDN,7544491,8503994,9639840,10974622,12578407,14507468,16657959,18867560,21696244,24782383,27275015,30214193,33060837,36193783,39847440
Senegal,SEN,3206749,3580239,4014103,4522893,5057378,5583165,6277424,7086627,7990096,8912861,9797734,10810083,12004701,13401991,14993528
Singapore,SGP,1646400,1841600,2012000,2152400,2293300,2413945,2732221,2846108,3230698,3670704,4027887,4166664,4839396,5312437,5607283
Solomon Islands,SLB,117849,132759,149881,172552,200599,230546,262687,294972,329995,369523,412660,458539,503360,556064,619437
Sierra Leone,SLE,2317636,2466667,2644020,2854872,3102592,3388495,3707510,4156634,4347724,4312666,4584571,5433991,6133603,6712581,7328838
El Salvador,SLV,2766324,3109563,3481624,3867309,4247502,4591134,4871035,5133274,5416323,5689938,5887936,6023797,6131764,6237923,6356143
San Marino,SMR,15432,17099,18668,19494,20083,21459,22549,23551,24822,26252,27462,28940,30434,32105,33504
Somalia,SOM,2755972,3001158,3312742,3479790,4278973,6281134,6614715,7005234,7295384,7682686,8872254,10130243,11397188,12715510,14185613
Serbia,SRB,,,,,,,,,7646424,7617794,7516346,7463157,7350222,7199077,7058322
Sub-Saharan Africa (excluding high income),SSA,226532172,249091040,275087677,305451192,341051820,382158932,428445000,480482298,537091265,597857366,664059577,737679777,821614380,916382788,1021168391
South Sudan,SSD,2842724,3069739,3340422,3661440,4041791,4502604,5096482,5485282,5305457,5221926,6199394,7213351,8736939,10113647,10832512
Sub-Saharan Africa,SSF,227233223,249873743,275937224,306359274,342018831,383188232,429521938,481594292,538246469,599067779,665327581,738983255,822945457,917726973,1022526541
Small states,SST,14211642,15333399,16478308,17702856,19027624,20501067,22269301,24190626,26020299,27660279,29393033,31189626,33798830,36568688,39200571
Sao Tome and Principe,STP,64302,64277,70257,77934,85481,95794,102829,113285,124576,133806,142262,153737,171120,188404,203227
Suriname,SUR,287870,320267,356551,367907,357949,359531,364722,388877,420658,448207,470944,493680,517122,541247,564883
Slovak Republic,SVK,4068095,4327341,4483915,4596622,4789507,4979815,5127097,5250596,5305016,5373361,5388720,5372280,5379233,5407579,5430798
Slovenia,SVN,1584720,1632114,1704546,1752233,1820249,1901315,1932154,1995196,1996498,1988628,1988925,1997012,2021316,2057159,2065042
Sweden,SWE,7484656,7661354,7912273,8122300,8222286,8310531,8336605,8436489,8668067,8840998,8872109,8993531,9219637,9519374,9923085
Eswatini,SWZ,336583,365122,406506,457039,515599,587858,675239,773768,866993,945508,1005435,1026286,1049945,1079288,1113984
Sint Maarten (Dutch part),SXM,,,,,,,,,,,30519,32488,33964,34640,39969
Seychelles,SYC,41700,46322,51134,56029,60504,63261,64717,68755,70763,76417,81131,82475,86956,88303,94677
Syrian Arab Republic,SYR,4573512,5200336,5935860,6800141,7794662,8930774,10293049,11719071,13187663,14754142,16410848,17827825,20664038,20442541,17453933
Turks and Caicos Islands,TCA,5824,5848,5744,6157,7015,7888,9556,11093,13632,16926,20164,26700,31202,34066,36559
Chad,TCD,3001609,3246523,3499362,3815260,4173135,4514430,4957558,5589626,6356748,7250975,8355654,9734767,11183588,12784750,14561666
East Asia & Pacific (IDA & IBRD countries),TEA,883445573,940205368,1044230714,1161692276,1261221825,1342952245,1433295147,1533819043,1631566815,1716810429,1793498351,1856486252,1913718210,1969562739,2027771091
Europe & Central Asia (IDA & IBRD countries),TEC,308424873,327271189,343594788,358451353,373993074,389610122,405559692,421417206,431065071,434113522,434313570,434022293,436725144,444898523,454717187
Togo,TGO,1580513,1662073,1945780,2247582,2464423,2720839,3140846,3577468,3945905,4348805,4924402,5467766,6083420,6773807,7509952
Thailand,THA,27397207,30881138,34791409,39058603,43377271,47374472,51094868,54891520,57811021,60130186,62952642,64995299,66530984,67835957,68971331
Tajikistan,TJK,2087049,2402477,2750928,3111282,3487652,3905446,4397562,5001169,5502494,5851355,6216341,6662389,7209930,7874835,8663579
Turkmenistan,TKM,1603258,1833064,2071790,2324015,2594313,2876808,3166221,3493895,3899843,4287346,4516133,4703401,4935767,5267900,5662372
Latin America & the Caribbean (IDA & IBRD countries),TLA,209748996,234169980,260246123,287442508,315955176,346328192,378506053,410761036,442751035,474321022,504921262,533415168,560624659,587001215,612506457
Timor-Leste,TLS,474532,510034,548825,600192,627251,599905,641844,701809,783198,855362,884366,971893,1055431,1132994,1219288
Middle East & North Africa (IDA & IBRD countries),TMN,97553162,108376339,120739199,134051043,148781931,166616401,188614696,212456887,235665072,256843600,276357481,296266148,317576790,341024011,365909373
Tonga,TON,61577,71741,81079,86323,89234,92971,93788,94591,95399,96273,97973,100218,103379,102737,101133
South Asia (IDA & IBRD),TSA,572839523,623943332,682102178,746911716,819292545,900620572,989728215,1084281155,1184133314,1287476190,1390946064,1493757846,1592010819,1683747130,1771167194
Sub-Saharan Africa (IDA & IBRD countries),TSS,227233223,249873743,275937224,306359274,342018831,383188232,429521938,481594292,538246469,599067779,665327581,738983255,822945457,917726973,1022526541
Trinidad and Tobago,TTO,847979,902613,930795,968136,1025107,1084744,1155074,1204153,1236683,1257549,1267153,1290123,1314443,1344817,1377564
Tunisia,TUN,4178236,4461114,4845219,5291338,5786478,6374039,7135270,7880332,8613861,9267340,9708350,10022277,10414433,10847002,11303946
Turkey,TUR,27472345,30244261,33256464,36587261,40189567,43975971,48114155,52053765,55748948,59423282,63240194,67010930,70418604,74653016,79821724
Tuvalu,TUV,5323,5356,5597,5790,6323,7637,8115,8637,9112,9323,9394,9869,10314,10739,11225
Tanzania,TZA,10052152,11295681,12725522,14428340,16390159,18538259,20981776,23670808,26961197,30444526,33499180,37379767,41853944,47052481,53050790
Uganda,UGA,6767095,7719104,8841153,9929636,11042974,12442334,14082875,16180124,18561674,21032821,23650172,26821297,30431736,34559168,39647506
Ukraine,UKR,42664652,44796964,46411810,47783005,49032729,49965874,50754000,51521000,52150400,51057800,49176500,47451626,46258189,45593342,45004674
Upper middle income,UMC,1232221882,1318989176,1452706554,1600432688,1732373867,1849976847,1977790310,2115665821,2244690388,2355409989,2455303277,2541199765,2621990354,2706457074,2795835267
Uruguay,URY,2538643,2665388,2774759,2821461,2841372,2915389,2992246,3068705,3154464,3247381,3319736,3321476,3340221,3378974,3424132
United States,USA,180671000,191889000,200706000,209896000,218035000,227225000,235825000,244499000,256514000,269394000,282162411,292805298,304093966,313830990,322941311
Uzbekistan,UZB,8526300,9762816,11294672,12796980,14242769,15898757,17615040,19443887,21449000,23225000,24650400,25864350,27302800,29774500,31847900
St. Vincent and the Grenadines,VCT,80977,85111,88662,92513,96692,100566,103779,106532,107950,107976,107784,108512,108393,108435,109459
"Venezuela, RB",VEN,8141841,9369096,10702291,12097694,13572208,15182611,16876703,18698847,20557683,22385650,24192446,25996594,27635832,29362449,29846179
British Virgin Islands,VGB,8048,8646,9421,10208,10821,11478,13322,16154,18438,19502,20311,22334,26097,28650,29355
Virgin Islands (U.S.),VIR,32500,40800,55700,76319,96166,99636,100600,100952,105712,108095,108642,108467,108399,108191,107510
Vietnam,VNM,32670039,36779999,41193601,45548479,49785282,54281846,59512619,65120439,70883481,76068743,79910412,83062821,86243413,89802487,93638724
Vanuatu,VUT,63689,72115,80657,90809,103006,115597,127049,139315,155170,171722,184972,204127,224704,249499,278330
World,WLD,3031437768,3256064763,3532826862,3836892582,4135417984,4432925600,4755914191,5101297271,5452349928,5789623830,6114332537,6431551642,6756917893,7085762277,7424286143
Samoa,WSM,108629,123342,137487,147296,152367,155525,159248,161376,165490,171165,174454,178590,183263,189088,194535
Kosovo,XKX,947000,1050000,1163000,1278000,1400000,1521000,1647000,1791000,1932000,2059000,1700000,1704622,1747383,1807106,1777557
"Yemen, Rep.",YEM,5315355,5641597,6001852,6390574,6967941,7941898,9213084,10730862,12954155,15469274,17409072,19540098,21892146,24473178,27168210
South Africa,ZAF,17099840,18896307,20942145,23281508,25836888,28556769,31841593,35100909,38672607,42241011,44967708,47291610,49779471,52834005,56203654
Zambia,ZMB,3070776,3463213,3918872,4466174,5112823,5851825,6701540,7598275,8451347,9339733,10415944,11550642,12848530,14465121,16363507
Zimbabwe,ZWE,3776681,4322861,4941906,5673911,6502569,7408624,8562249,9849125,10900502,11541217,11881477,12019912,12379549,13115131,14030390
